dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,5.333988,24.315999,3.734403,3.002106,0.024310,0.000017,0.012172
0.050000,5.484144,24.317817,3.884569,3.003322,0.024312,0.000041,0.012043
0.050000,5.634360,24.319614,4.034796,3.004538,0.024316,0.000065,0.011866
0.050000,5.784637,24.321381,4.185084,3.005754,0.024320,0.000089,0.011642
0.050000,5.934976,24.323112,4.335433,3.006970,0.024326,0.000112,0.011371
0.050000,6.085375,24.324798,4.485842,3.008187,0.024332,0.000136,0.011052
0.050000,6.235837,24.326434,4.636312,3.009404,0.024340,0.000159,0.010686
0.050000,6.386360,24.328012,4.786843,3.010621,0.024349,0.000181,0.010272
0.050000,6.536944,24.329525,4.937435,3.011839,0.024360,0.000204,0.009811
0.050000,6.687590,24.330965,5.088088,3.013058,0.024371,0.000225,0.009303
0.050000,6.838298,24.332326,5.238802,3.014277,0.024383,0.000247,0.008747
0.050000,6.989067,24.333600,5.389577,3.015497,0.024397,0.000268,0.008143
0.050000,7.139898,24.334780,5.540413,3.016717,0.024411,0.000288,0.007492
0.050000,7.290791,24.335858,5.691309,3.017939,0.024426,0.000308,0.006794
0.050000,7.441746,24.336828,5.842268,3.019161,0.024443,0.000326,0.006048
0.050000,7.592763,24.337682,5.993287,3.020384,0.024460,0.000345,0.005254
0.050000,7.743842,24.338413,6.144367,3.021608,0.024478,0.000362,0.004412
0.050000,7.894982,24.339013,6.295509,3.022833,0.024497,0.000379,0.003523
0.050000,8.046184,24.339476,6.446712,3.024058,0.024517,0.000394,0.002586
0.050000,8.197448,24.339793,6.597976,3.025285,0.024537,0.000409,0.001602
0.050000,8.348774,24.339958,6.749302,3.026513,0.024558,0.000423,0.000569
0.050000,8.500161,24.339963,6.900689,3.027742,0.024580,0.000435,6.282674
0.050000,8.651610,24.339801,7.052137,3.028972,0.024602,0.000447,6.281546
0.050000,8.803119,24.339464,7.203647,3.030204,0.024625,0.000457,6.280370
0.050000,8.954690,24.338945,7.355219,3.031436,0.024649,0.000466,6.279146
0.050000,9.106322,24.338237,7.506853,3.032670,0.024672,0.000474,6.277874
0.050000,9.258015,24.337331,7.658548,3.033904,0.024696,0.000480,6.276553
0.050000,9.409768,24.336222,7.810305,3.035140,0.024721,0.000485,6.275185
0.050000,9.561581,24.334900,7.962124,3.036378,0.024745,0.000489,6.273768
0.050000,9.713454,24.333359,8.114005,3.037616,0.024770,0.000491,6.272304
0.050000,9.865386,24.331592,8.265947,3.038856,0.024794,0.000491,6.270790
0.050000,10.017378,24.329589,8.417952,3.040097,0.024819,0.000490,6.269229
0.050000,10.169428,24.327345,8.570019,3.041339,0.024843,0.000487,6.267619
0.050000,10.321537,24.324852,8.722148,3.042582,0.024867,0.000482,6.265961
0.050000,10.473703,24.322101,8.874340,3.043827,0.024891,0.000476,6.264254
0.050000,10.625927,24.319086,9.026593,3.045073,0.024914,0.000467,6.262499
0.050000,10.778208,24.315799,9.178909,3.046319,0.024937,0.000457,6.260695
0.050000,10.930544,24.312232,9.331288,3.047567,0.024959,0.000444,6.258843
0.050000,11.082936,24.308377,9.483729,3.048816,0.024981,0.000430,6.256942
0.050000,11.235383,24.304228,9.636232,3.050067,0.025001,0.000413,6.254993
0.050000,11.387884,24.299775,9.788798,3.051318,0.025021,0.000394,6.252994
0.050000,11.540438,24.295012,9.941426,3.052570,0.025040,0.000373,6.250947
0.050000,11.693045,24.289931,10.094117,3.053822,0.025057,0.000349,6.248851
0.050000,11.845703,24.284524,10.246871,3.055076,0.025073,0.000323,6.246706
0.050000,11.998412,24.278784,10.399688,3.056331,0.025088,0.000295,6.244513
0.050000,12.151170,24.272703,10.552567,3.057586,0.025101,0.000264,6.242270
0.050000,12.303977,24.266272,10.705509,3.058841,0.025113,0.000230,6.239979
0.050000,12.456831,24.259486,10.858514,3.060097,0.025123,0.000194,6.237639
0.050000,12.609732,24.252334,11.011582,3.061354,0.025130,0.000155,6.235250
0.050000,12.762677,24.244811,11.164712,3.062611,0.025136,0.000113,6.232811
0.050000,12.915666,24.236907,11.317906,3.063868,0.025139,0.000068,6.230324
0.050000,13.068698,24.228616,11.471162,3.065125,0.025140,0.000020,6.227788
0.050000,13.221771,24.219930,11.624481,3.066382,0.025139,-0.000030,6.225203
0.050000,13.374883,24.210841,11.777863,3.067638,0.025135,-0.000084,6.222569
0.050000,13.528034,24.201340,11.931307,3.068895,0.025128,-0.000140,6.219886
0.050000,13.681221,24.191421,12.084815,3.070151,0.025118,-0.000200,6.217155
0.050000,13.834442,24.181076,12.238385,3.071406,0.025104,-0.000263,6.214374
0.050000,13.987696,24.170296,12.392018,3.072660,0.025088,-0.000329,6.211545
0.050000,14.140982,24.159075,12.545714,3.073914,0.025068,-0.000398,6.208666
0.050000,14.294297,24.147404,12.699472,3.075166,0.025045,-0.000471,6.205739
0.050000,14.447638,24.135275,12.853293,3.076417,0.025017,-0.000547,6.202763
0.050000,14.601006,24.122682,13.007176,3.077666,0.024986,-0.000626,6.199739
0.050000,14.754396,24.109615,13.161122,3.078914,0.024950,-0.000709,6.196666
0.050000,14.907807,24.096068,13.315130,3.080159,0.024911,-0.000795,6.193545
0.050000,15.061236,24.082033,13.469200,3.081402,0.024866,-0.000885,6.190375
0.050000,15.214682,24.067502,13.623332,3.082643,0.024817,-0.000978,6.187156
0.050000,15.368141,24.052468,13.777526,3.083881,0.024764,-0.001075,6.183890
0.050000,15.521612,24.036923,13.931782,3.085117,0.024705,-0.001175,6.180575
0.050000,15.675091,24.020858,14.086100,3.086349,0.024641,-0.001278,6.177213
0.050000,15.828576,24.004268,14.240479,3.087577,0.024572,-0.001385,6.173802
0.050000,15.982064,23.987144,14.394919,3.088802,0.024497,-0.001495,6.170344
0.050000,16.135551,23.969478,14.549420,3.090023,0.024417,-0.001609,6.166839
0.050000,16.289036,23.951264,14.703982,3.091240,0.024330,-0.001727,6.163286
0.050000,16.442515,23.932493,14.858604,3.092451,0.024238,-0.001847,6.159685
0.050000,16.595985,23.913159,15.013287,3.093658,0.024139,-0.001971,6.156038
0.050000,16.749443,23.893254,15.168030,3.094860,0.024034,-0.002099,6.152344
0.050000,16.902884,23.872771,15.322833,3.096056,0.023923,-0.002230,6.148604
0.050000,17.056307,23.851702,15.477695,3.097247,0.023805,-0.002364,6.144817
0.050000,17.209707,23.830041,15.632617,3.098431,0.023680,-0.002500,6.140984
0.050000,17.363080,23.807779,15.787597,3.099608,0.023548,-0.002641,6.137105
0.050000,17.516423,23.784911,15.942636,3.100778,0.023409,-0.002784,6.133180
0.050000,17.669732,23.761429,16.097733,3.101941,0.023262,-0.002930,6.129211
0.050000,17.823003,23.737327,16.252888,3.103097,0.023108,-0.003079,6.125196
0.050000,17.976233,23.712596,16.408100,3.104244,0.022947,-0.003230,6.121136
0.050000,18.129416,23.687231,16.563370,3.105383,0.022777,-0.003384,6.117033
0.050000,18.282549,23.661225,16.718695,3.106513,0.022600,-0.003541,6.112885
0.050000,18.435628,23.634571,16.874077,3.107634,0.022415,-0.003700,6.108693
0.050000,18.588647,23.607262,17.029514,3.108745,0.022222,-0.003861,6.104459
0.050000,18.741603,23.579292,17.185006,3.109846,0.022021,-0.004024,6.100181
0.050000,18.894491,23.550655,17.340553,3.110937,0.021812,-0.004190,6.095861
0.050000,19.047306,23.521345,17.496154,3.112016,0.021594,-0.004356,6.091499
0.050000,19.200044,23.491355,17.651808,3.113085,0.021367,-0.004525,6.087095
0.050000,19.352700,23.460679,17.807515,3.114141,0.021133,-0.004694,6.082650
0.050000,19.505268,23.429311,17.963275,3.115186,0.020890,-0.004865,6.078165
0.050000,19.657743,23.397245,18.119086,3.116218,0.020638,-0.005037,6.073639
0.050000,19.810121,23.364476,18.274947,3.117236,0.020377,-0.005209,6.069074
0.050000,19.962397,23.330997,18.430859,3.118242,0.020108,-0.005382,6.064469
0.050000,20.114564,23.296804,18.586821,3.119233,0.019830,-0.005555,6.059826
0.050000,20.266618,23.261892,18.742832,3.120211,0.019544,-0.005729,6.055145
0.050000,20.418553,23.226253,18.898890,3.121173,0.019249,-0.005901,6.050426
0.050000,20.570363,23.189885,19.054996,3.122120,0.018945,-0.006074,6.045671
0.050000,20.722044,23.152781,19.211149,3.123052,0.018633,-0.006246,6.040879
0.050000,20.873588,23.114937,19.367347,3.123968,0.018312,-0.006416,6.036051
0.050000,21.024991,23.076348,19.523591,3.124867,0.017983,-0.006587,6.031189
0.050000,21.176247,23.037009,19.679878,3.125749,0.017645,-0.006754,6.026292
0.050000,21.327349,22.996917,19.836209,3.126614,0.017299,-0.006921,6.021361
0.050000,21.478292,22.956067,19.992582,3.127461,0.016945,-0.007086,6.016398
0.050000,21.629070,22.914454,20.148996,3.128290,0.016582,-0.007247,6.011402
0.050000,21.779676,22.872076,20.305451,3.129101,0.016212,-0.007406,6.006374
0.050000,21.930104,22.828927,20.461946,3.129893,0.015834,-0.007563,6.001316
0.050000,22.080349,22.785005,20.618479,3.130665,0.015448,-0.007716,5.996228
0.050000,22.230404,22.740306,20.775050,3.131418,0.015055,-0.007867,5.991110
0.050000,22.379565,22.695041,20.930928,3.117549,-0.277370,-5.848502,5.985988
0.050000,22.524088,22.650383,21.082194,3.025321,-1.844567,-31.343934,5.980992
0.050000,22.660949,22.607361,21.225657,2.869275,-3.120907,-25.526805,5.976232
0.050000,22.790172,22.566079,21.361313,2.713120,-3.123108,-0.044016,5.971711
0.050000,22.911779,22.526640,21.489157,2.556864,-3.125111,-0.040061,5.967434
0.050000,23.025796,22.489139,21.609183,2.400518,-3.126928,-0.036337,5.963404
0.050000,23.132246,22.453665,21.721387,2.244090,-3.128570,-0.032844,5.959625
0.050000,23.231150,22.420304,21.825766,2.087587,-3.130049,-0.029569,5.956099
0.050000,23.322531,22.389134,21.922317,1.931018,-3.131374,-0.026513,5.952828
0.050000,23.406410,22.360229,22.011037,1.774390,-3.132557,-0.023658,5.949816
0.050000,23.482806,22.333656,22.091922,1.617710,-3.133607,-0.020998,5.947063
0.050000,23.551737,22.309476,22.164971,1.460983,-3.134533,-0.018520,5.944573
0.050000,23.613221,22.287746,22.230182,1.304216,-3.135344,-0.016211,5.942346
0.050000,23.667273,22.268516,22.287553,1.147414,-3.136046,-0.014054,5.940385
0.050000,23.713906,22.251828,22.337082,0.990582,-3.136648,-0.012038,5.938689
0.050000,23.753133,22.237722,22.378768,0.833724,-3.137156,-0.010145,5.937260
0.050000,23.784963,22.226228,22.412610,0.676845,-3.137574,-0.008360,5.936099
0.050000,23.809407,22.217374,22.438608,0.519950,-3.137907,-0.006667,5.935207
0.050000,23.826469,22.211179,22.456760,0.363042,-3.138159,-0.005048,5.934583
0.050000,23.836155,22.207657,22.467066,0.206125,-3.138334,-0.003488,5.934229
0.050000,23.839154,22.206565,22.470258,0.063832,-2.845852,5.849643,5.934119
0.050000,23.839154,22.206565,22.470258,0.000000,-1.276650,31.384034,5.934119
